FID,the_geom,SD_Pcode,D_Pcode,District,TS_Pcode,Township,Town_Pcode,Town_MM,Town,State_Divi,Longitude,Latitude,Level,Source,Lat_Long,Remark
mmr_town_january_2020.343,POINT (95.13772 21.15058),MMR010,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022703,ငါ့သရောက်,Ngathayauk,Mandalay,95.13772,21.15058,Other Town,"GAD, Mar 2015","21.15058,95.13772",
mmr_town_january_2020.344,POINT (95.13218 20.84248),MMR010,MMR010D005,Nyaung-U,MMR010020,Kyaukpadaung,MMR010020701,ကျောက်ပန်းတောင်း,Kyaukpadaung,Mandalay,95.13218,20.84248,Main Town,"GAD, Mar 2015","20.84248,95.13218",
mmr_town_january_2020.345,POINT (95.13172 16.43492),MMR017,MMR017D003,Myaungmya,MMR017017,Wakema,MMR017017702,ကျုံမငေး,Kyonmangae,Ayeyarwady,95.13172,16.43492,Other Town,"GAD, Mar 2015","16.43492,95.13172",
mmr_town_january_2020.346,POINT (95.12067 17.34456),MMR017,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006701,ရေကြည်,Yegyi,Ayeyarwady,95.12067,17.34456,Main Town,"GAD, Mar 2015","17.34456,95.12067",
mmr_town_january_2020.347,POINT (95.09594 19.02897),MMR009,MMR009D003,Thayet,MMR009015,Kamma,MMR009015701,ကံမ,Kamma,Magway,95.09594,19.02897,Main Town,"GAD, Mar 2015","19.02897,95.09594",
mmr_town_january_2020.348,POINT (95.0826935653 21.9736313111),MMR005,MMR005D009,Yinmarbin,MMR005018,Salingyi,MMR005018701,ဆားလင်းကြီး,Salingyi,Sagaing,95.08269357,21.97363131,Main Town,"GAD, Mar 2015","21.9736313111,95.0826935653",
mmr_town_january_2020.349,POINT (95.08331 17.19974),MMR017,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006703,အသုတ်,Ahthoke,Ayeyarwady,95.08331,17.19974,Other Town,"GAD, Mar 2015","17.19974,95.08331",
mmr_town_january_2020.350,POINT (95.08227 21.335),MMR009,MMR009D004,Pakokku,MMR009018,Pakokku,MMR009018701,ပခုက္ကူ,Pakokku,Magway,95.08227,21.335,District Capital,"GAD, Mar 2015","21.335,95.08227",
mmr_town_january_2020.351,POINT (95.07731 17.39927),MMR017,MMR017D001,Pathein,MMR017006,Yegyi,MMR017006702,ငသိုင်းချောင်း,Ngathaingchaung,Ayeyarwady,95.07731,17.39927,Other Town,"GAD, Mar 2015","17.39927,95.07731",
mmr_town_january_2020.352,POINT (95.0367 19.96559),MMR009,MMR009D003,Thayet,MMR009013,Minhla,MMR009013701,မင်းလှ(မကွေး),Minhla Magway,Magway,95.0367,19.96559,Main Town,"GAD, Mar 2015","19.96559,95.0367",
mmr_town_january_2020.353,POINT (95.01383 18.68519),MMR008,MMR008D001,Pyay,MMR008003,Padaung,MMR008003702,ဥရှစ်ပင်,Oakshitpin,Bago,95.01383,18.68519,Other Town,"GAD, Mar 2015","18.68519,95.01383",
mmr_town_january_2020.354,POINT (94.9566298391 25.4470566373),MMR005,MMR005D008,Hkamti,MMR005035,Lay Shi,MMR005035701,လေရှီး,Lay Shi,Sagaing,94.95662984,25.44705664,Main Town,"GAD, Mar 2015","25.4470566373,94.9566298391",
mmr_town_january_2020.355,POINT (94.92977 16.59926),MMR017,MMR017D003,Myaungmya,MMR017014,Myaungmya,MMR017014701,မြောင်းမြ,Myaungmya,Ayeyarwady,94.92977,16.59926,District Capital,"GAD, Mar 2015","16.59926,94.92977",
mmr_town_january_2020.356,POINT (94.92696 20.14027),MMR009,MMR009D001,Magway,MMR009001,Magway,MMR009001701,မကွေး,Magway,Magway,94.92696,20.14027,State/Region Capital,"GAD, Mar 2015","20.14027,94.92696",
mmr_town_january_2020.357,POINT (94.91088 24.8644),MMR005,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034701,ဟုမ္မလင်း,Homalin,Sagaing,94.91088,24.8644,Main Town,"GAD, Mar 2015","24.8644,94.91088",
mmr_town_january_2020.358,POINT (94.91011 21.19543),MMR010,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022701,ညောင်ဦး,Nyaung-U,Mandalay,94.91011,21.19543,District Capital,"GAD, Mar 2015","21.19543,94.91011",
mmr_town_january_2020.359,POINT (94.90014 22.07779),MMR005,MMR005D009,Yinmarbin,MMR005016,Yinmarbin,MMR005016701,ယင်းမာပင်,Yinmarbin,Sagaing,94.90014,22.07779,District Capital,"GAD, Mar 2015","22.07779,94.90014",
mmr_town_january_2020.360,POINT (94.89476 16.9329),MMR017,MMR017D001,Pathein,MMR017002,Kangyidaunt,MMR017002701,ကန်ကြီးထောင့်,Kangyidaunt,Ayeyarwady,94.89476,16.9329,Main Town,"GAD, Mar 2015","16.9329,94.89476",
mmr_town_january_2020.361,POINT (94.87518 20.17161),MMR009,MMR009D002,Minbu,MMR009007,Minbu,MMR009007701,မင်းဘူး,Minbu,Magway,94.87518,20.17161,District Capital,"GAD, Mar 2015","20.17161,94.87518",
mmr_town_january_2020.362,POINT (94.87486 21.93415),MMR005,MMR005D009,Yinmarbin,MMR005019,Pale,MMR005019701,ပုလဲ,Pale,Sagaing,94.87486,21.93415,Main Town,"GAD, Mar 2015","21.93415,94.87486",
mmr_town_january_2020.363,POINT (94.8731 20.45837),MMR009,MMR009D001,Magway,MMR009002,Yenangyaung,MMR009002701,ရေနံချောင်း,Yenangyaung,Magway,94.8731,20.45837,Main Town,"GAD, Mar 2015","20.45837,94.8731",
mmr_town_january_2020.364,POINT (94.86257 21.13197),MMR010,MMR010D005,Nyaung-U,MMR010022,Nyaung-U,MMR010022702,ပုဂံ,Bagan,Mandalay,94.86257,21.13197,Other Town,"GAD, Mar 2015","21.13197,94.86257",
mmr_town_january_2020.365,POINT (94.85432 21.61256),MMR009,MMR009D004,Pakokku,MMR009020,Myaing,MMR009020701,မြိုင်,Myaing,Magway,94.85432,21.61256,Main Town,"GAD, Mar 2015","21.61256,94.85432",
mmr_town_january_2020.366,POINT (94.84847 22.43291),MMR005,MMR005D009,Yinmarbin,MMR005017,Kani,MMR005017701,ကနီ,Kani,Sagaing,94.84847,22.43291,Main Town,"GAD, Mar 2015","22.43291,94.84847",
mmr_town_january_2020.367,POINT (94.82115 20.90278),MMR009,MMR009D001,Magway,MMR009003,Chauk,MMR009003701,ချောက်,Chauk,Magway,94.82115,20.90278,Main Town,"GAD, Mar 2015","20.90278,94.82115",
mmr_town_january_2020.368,POINT (94.81686 24.26768),MMR005,MMR005D007,Mawlaik,MMR005032,Paungbyin,MMR005032701,ဖောင်းပြင်,Paungbyin,Sagaing,94.81686,24.26768,Main Town,"GAD, Mar 2015","24.26768,94.81686",
mmr_town_january_2020.369,POINT (94.81558 21.38358),MMR009,MMR009D004,Pakokku,MMR009018,Pakokku,MMR009018702,ကမ္မ,Kamma,Magway,94.81558,21.38358,Other Town,"GAD, Mar 2015","21.38358,94.81558",
mmr_town_january_2020.370,POINT (94.81399 15.82716),MMR017,MMR017D004,Labutta,MMR017016,Labutta,MMR017016702,ပြင်စလူ,Pyinsalu,Ayeyarwady,94.81399,15.82716,Other Town,"GAD, Mar 2015","15.82716,94.81399",
mmr_town_january_2020.371,POINT (94.80589 17.04734),MMR017,MMR017D001,Pathein,MMR017003,Thabaung,MMR017003701,သာပေါင်း,Thabaung,Ayeyarwady,94.80589,17.04734,Main Town,"GAD, Mar 2015","17.04734,94.80589",
mmr_town_january_2020.372,POINT (94.79243 20.90651),MMR009,MMR009D004,Pakokku,MMR009022,Seikphyu,MMR009022701,ဆိပ်ဖြူ,Seikphyu,Magway,94.79243,20.90651,Main Town,"GAD, Mar 2015","20.90651,94.79243",
mmr_town_january_2020.373,POINT (94.9644979905 25.0833955826),MMR005,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034703,မိုဝိုင်းလွတ်,Mo Waing Lut,Sagaing,94.96449799,25.08339558,Other Town,"GAD, Feb 2018","25.0833955826,94.9644979905",Name change GAD Feb 2018 (order no. 260/2018)
mmr_town_january_2020.374,POINT (94.78124 16.19983),MMR017,MMR017D004,Labutta,MMR017016,Labutta,MMR017016703,လပွတ္တာ (၃) မိုင်,Labutta (3) Mile,Ayeyarwady,94.78124,16.19983,Other Town,"GAD, Mar 2016","16.19983,94.78124","New Town, GAD Mar 2016 (order no. 595/2016)"
mmr_town_january_2020.375,POINT (94.76831 20.22609),MMR009,MMR009D002,Minbu,MMR009007,Minbu,MMR009007702,စကု,Saku,Magway,94.76831,20.22609,Other Town,"GAD, Mar 2015","20.22609,94.76831",
mmr_town_january_2020.376,POINT (94.75889 16.14557),MMR017,MMR017D004,Labutta,MMR017016,Labutta,MMR017016701,လပွတ္တာ,Labutta,Ayeyarwady,94.75889,16.14557,District Capital,"GAD, Mar 2015","16.14557,94.75889",
mmr_town_january_2020.377,POINT (94.73303 16.77924),MMR017,MMR017D001,Pathein,MMR017001,Pathein,MMR017001701,ပုသိမ်,Pathein,Ayeyarwady,94.73303,16.77924,State/Region Capital,"GAD, Mar 2015","16.77924,94.73303",
mmr_town_january_2020.378,POINT (94.73194 19.34629),MMR009,MMR009D003,Thayet,MMR009014,Mindon,MMR009014701,မင်းတုန်း,Mindon,Magway,94.73194,19.34629,Main Town,"GAD, Mar 2015","19.34629,94.73194",
mmr_town_january_2020.379,POINT (94.731467741 24.683435372),MMR005,MMR005D008,Hkamti,MMR005034,Homalin,MMR005034702,ရွှေပြည်အေး,Shwe Pyi Aye,Sagaing,94.73146774,24.68343537,Other Town,"GAD, Mar 2015","24.683435372,94.731467741",
mmr_town_january_2020.380,POINT (94.69224 16.5451),MMR017,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004701,ငပုတော,Ngapudaw,Ayeyarwady,94.69224,16.5451,Main Town,"GAD, Mar 2015","16.5451,94.69224",
mmr_town_january_2020.381,POINT (94.69162 20.6637),MMR009,MMR009D002,Minbu,MMR009010,Salin,MMR009010702,ဆင်ဖြူကျွန်း,Sinphyukyun,Magway,94.69162,20.6637,Other Town,"GAD, Mar 2015","20.6637,94.69162",
mmr_town_january_2020.382,POINT (94.68729 25.36455),MMR005,MMR005D008,Hkamti,MMR005035,Lay Shi,MMR005035703,ဆွမ္မရာ,Sum Ma Rar,Sagaing,94.68729,25.36455,Other Town,"GAD, Mar 2015","25.36455,94.68729",
mmr_town_january_2020.383,POINT (94.66933 20.36334),MMR009,MMR009D002,Minbu,MMR009008,Pwintbyu,MMR009008701,ပွင့်ဖြူ,Pwintbyu,Magway,94.66933,20.36334,Main Town,"GAD, Mar 2015","20.36334,94.66933",
mmr_town_january_2020.384,POINT (94.65936 20.5772),MMR009,MMR009D002,Minbu,MMR009010,Salin,MMR009010701,စလင်း,Salin,Magway,94.65936,20.5772,Main Town,"GAD, Mar 2015","20.5772,94.65936",
mmr_town_january_2020.385,POINT (94.57996 17.59369),MMR012,MMR012D004,Thandwe,MMR012017,Gwa,MMR012017701,ဂွ,Gwa,Rakhine,94.57996,17.59369,Main Town,"GAD, Mar 2015","17.59369,94.57996",
mmr_town_january_2020.386,POINT (94.51857 24.51539),MMR005,MMR005D006,Tamu,MMR005030,Tamu,MMR005030702,မြို့သစ်,Myothit,Sagaing,94.51857,24.51539,Other Town,"GAD, Mar 2015","24.51539,94.51857",
mmr_town_january_2020.387,POINT (94.4942 22.87781),MMR005,MMR005D005,Kale,MMR005029,Mingin,MMR005029701,မင်းကင်း,Mingin,Sagaing,94.4942,22.87781,Main Town,"GAD, Mar 2015","22.87781,94.4942",
mmr_town_january_2020.388,POINT (94.49141 18.00712),MMR012,MMR012D004,Thandwe,MMR012017,Gwa,MMR012017702,ကျိန္တလီ,Kyeintali,Rakhine,94.49141,18.00712,Other Town,"GAD, Mar 2015","18.00712,94.49141",
mmr_town_january_2020.389,POINT (94.47374 21.45215),MMR009,MMR009D004,Pakokku,MMR009021,Pauk,MMR009021701,ပေါက်,Pauk,Magway,94.47374,21.45215,Main Town,"GAD, Mar 2015","21.45215,94.47374",
mmr_town_january_2020.390,POINT (94.46767 20.07538),MMR009,MMR009D002,Minbu,MMR009009,Ngape,MMR009009701,ငဖဲ,Ngape,Magway,94.46767,20.07538,Main Town,"GAD, Mar 2015","20.07538,94.46767",
mmr_town_january_2020.391,POINT (94.46133 17.07674),MMR017,MMR017D001,Pathein,MMR017001,Pathein,MMR017001702,ရွှေသောင်ယံ,Shwethaungyan,Ayeyarwady,94.46133,17.07674,Other Town,"GAD, Mar 2015","17.07674,94.46133",
mmr_town_january_2020.392,POINT (94.41201 23.63512),MMR005,MMR005D007,Mawlaik,MMR005031,Mawlaik,MMR005031701,မော်လိုက်,Mawlaik,Sagaing,94.41201,23.63512,District Capital,"GAD, Mar 2015","23.63512,94.41201",
mmr_town_january_2020.393,POINT (94.38711 16.86379),MMR017,MMR017D001,Pathein,MMR017001,Pathein,MMR017001703,ငွေဆောင်,Ngwesaung,Ayeyarwady,94.38711,16.86379,Other Town,"GAD, Mar 2015","16.86379,94.38711",
mmr_town_january_2020.394,POINT (94.3677026 18.4661997),MMR012,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015701,သံတွဲ,Thandwe,Rakhine,94.3677026,18.4661997,District Capital,"GAD, Mar 2015","18.4661997,94.3677026",
mmr_town_january_2020.395,POINT (94.35789 21.92737),MMR009,MMR009D005,Gangaw,MMR009023,Gangaw,MMR009023702,ကျော,Kyaw,Magway,94.35789,21.92737,Other Town,"GAD, Mar 2015","21.92737,94.35789",
mmr_town_january_2020.396,POINT (94.34411 16.01602),MMR017,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004703,ဟိုင်းကြီးကျွန်း,Hainggyikyun,Ayeyarwady,94.34411,16.01602,Other Town,"GAD, Mar 2015","16.01602,94.34411",
mmr_town_january_2020.397,POINT (94.3206 18.43755),MMR012,MMR012D004,Thandwe,MMR012015,Thandwe,MMR012015702,ငပလီ,Ngapali,Rakhine,94.3206,18.43755,Other Town,"GAD, Mar 2015","18.43755,94.3206",
mmr_town_january_2020.398,POINT (94.31534 24.21149),MMR005,MMR005D006,Tamu,MMR005030,Tamu,MMR005030701,တမူး,Tamu,Sagaing,94.31534,24.21149,District Capital,"GAD, Mar 2015","24.21149,94.31534",
mmr_town_january_2020.399,POINT (94.3019 16.52089),MMR017,MMR017D001,Pathein,MMR017004,Ngapudaw,MMR017004702,ငရုတ်ကောင်း,Ngayokekaung,Ayeyarwady,94.3019,16.52089,Other Town,"GAD, Mar 2015","16.52089,94.3019",
mmr_town_january_2020.400,POINT (94.30036 23.1998),MMR005,MMR005D005,Kale,MMR005028,Kalewa,MMR005028701,ကလေးဝ,Kalewa,Sagaing,94.30036,23.1998,Main Town,"GAD, Mar 2015","23.1998,94.30036",
mmr_town_january_2020.401,POINT (94.24559 20.4466),MMR009,MMR009D002,Minbu,MMR009011,Sidoktaya,MMR009011701,စေတုတ္ထရာ,Sidoktaya,Magway,94.24559,20.4466,Main Town,"GAD, Mar 2015","20.4466,94.24559",
mmr_town_january_2020.402,POINT (94.23972 18.85353),MMR012,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016701,တောင်ကုတ်,Toungup,Rakhine,94.23972,18.85353,Main Town,"GAD, Mar 2015","18.85353,94.23972",
mmr_town_january_2020.403,POINT (94.15561 21.14981),MMR009,MMR009D005,Gangaw,MMR009025,Saw,MMR009025701,ဆော,Saw,Magway,94.15561,21.14981,Main Town,"GAD, Mar 2015","21.14981,94.15561",
mmr_town_january_2020.404,POINT (94.14575 23.77977),MMR005,MMR005D006,Tamu,MMR005030,Tamu,MMR005030703,ခါမ်းပါတ်,Khampat,Sagaing,94.14575,23.77977,Other Town,"GAD, Mar 2015","23.77977,94.14575",
mmr_town_january_2020.405,POINT (94.13845 19.34234),MMR012,MMR012D004,Thandwe,MMR012016,Toungup,MMR012016702,မအီ,Ma-Ei,Rakhine,94.13845,19.34234,Other Town,"GAD, Mar 2015","19.34234,94.13845",
mmr_town_january_2020.406,POINT (94.136 21.406),MMR009,MMR009D005,Gangaw,MMR009025,Saw,MMR009025702,ကျောက်ထု,Kyaukhtu,Magway,94.136,21.406,Other Town,"GAD, Mar 2015","21.406,94.136",
mmr_town_january_2020.407,POINT (94.13582 22.17421),MMR009,MMR009D005,Gangaw,MMR009023,Gangaw,MMR009023701,ဂန့်ဂေါ,Gangaw,Magway,94.13582,22.17421,District Capital,"GAD, Mar 2015","22.17421,94.13582",
mmr_town_january_2020.408,POINT (94.09278 21.69636),MMR009,MMR009D005,Gangaw,MMR009024,Tilin,MMR009024701,ထီးလင်း,Tilin,Magway,94.09278,21.69636,Main Town,"GAD, Mar 2015","21.69636,94.09278",
mmr_town_january_2020.409,POINT (94.05666 21.19337),MMR004,MMR004D002,Mindat,MMR004008,Kanpetlet,MMR004008701,ကန်ပက်လက်,Kanpetlet,Chin,94.05666,21.19337,Main Town,"GAD, Mar 2015","21.19337,94.05666",
mmr_town_january_2020.410,POINT (94.04791 19.79537),MMR012,MMR012D003,Kyaukpyu,MMR012014,Ann,MMR012014701,အမ်း,Ann,Rakhine,94.04791,19.79537,Main Town,"GAD, Mar 2015","19.79537,94.04791",
mmr_town_january_2020.411,POINT (94.02977 23.1933),MMR005,MMR005D005,Kale,MMR005027,Kale,MMR005027701,ကလေး,Kale,Sagaing,94.02977,23.1933,District Capital,"GAD, Mar 2015","23.1933,94.02977",
mmr_town_january_2020.412,POINT (93.97365 21.37176),MMR004,MMR004D002,Mindat,MMR004006,Mindat,MMR004006701,မင်းတပ်,Mindat,Chin,93.97365,21.37176,District Capital,"GAD, Mar 2015","21.37176,93.97365",
mmr_town_january_2020.413,POINT (93.85886 19.08769),MMR012,MMR012D003,Kyaukpyu,MMR012013,Ramree,MMR012013701,ရမ်းဗြဲ,Ramree,Rakhine,93.85886,19.08769,Main Town,"GAD, Mar 2015","19.08769,93.85886",
mmr_town_january_2020.414,POINT (93.75902 19.85695),MMR012,MMR012D005,Mrauk-U,MMR012006,Myebon,MMR012006702,ကမ်းထောင့်ကြီး,Kanhtauntkyi,Rakhine,93.75902,19.85695,Other Town,"GAD, Mar 2015","19.85695,93.75902",
mmr_town_january_2020.415,POINT (93.7215 18.85506),MMR012,MMR012D003,Kyaukpyu,MMR012012,Munaung,MMR012012701,မာန်အောင်,Munaung,Rakhine,93.7215,18.85506,Main Town,"GAD, Mar 2015","18.85506,93.7215",
mmr_town_january_2020.416,POINT (93.69175 23.60306),MMR004,MMR004D001,Falam,MMR004005,Tonzang,MMR004005701,တွန်းဇန်,Tonzang,Chin,93.69175,23.60306,Main Town,"GAD, Mar 2015","23.60306,93.69175",
mmr_town_january_2020.417,POINT (93.68034 22.91105),MMR004,MMR004D001,Falam,MMR004001,Falam,MMR004001701,ဖလမ်း,Falam,Chin,93.68034,22.91105,District Capital,"GAD, Mar 2015","22.91105,93.68034",
mmr_town_january_2020.418,POINT (93.65619 23.37058),MMR004,MMR004D001,Falam,MMR004004,Tedim,MMR004004701,တီးတိန်,Tedim,Chin,93.65619,23.37058,Main Town,"GAD, Mar 2015","23.37058,93.65619",
mmr_town_january_2020.419,POINT (93.60483 22.64011),MMR004,MMR004D003,Hakha,MMR004002,Hakha,MMR004002701,ဟားခါး,Hakha,Chin,93.60483,22.64011,State/Region Capital,"GAD, Mar 2015","22.64011,93.60483",
mmr_town_january_2020.420,POINT (93.5544 19.4239),MMR012,MMR012D003,Kyaukpyu,MMR012011,Kyaukpyu,MMR012011701,ကျောက်ဖြူ,Kyaukpyu,Rakhine,93.5544,19.4239,District Capital,"GAD, Mar 2015","19.4239,93.5544",
mmr_town_january_2020.421,POINT (93.53347 23.88976),MMR004,MMR004D001,Falam,MMR004005,Tonzang,MMR004005702,ကျီခါး,Cikha,Chin,93.53347,23.88976,Other Town,"GAD, Mar 2015","23.88976,93.53347",
mmr_town_january_2020.422,POINT (93.44086 21.60475),MMR004,MMR004D004,Matupi,MMR004007,Matupi,MMR004007701,မတူပီ,Matupi,Chin,93.44086,21.60475,District Capital,"GAD, Mar 2015","21.60475,93.44086",
mmr_town_january_2020.423,POINT (93.4278 22.69843),MMR004,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003701,ထန်တလန်,Thantlang,Chin,93.4278,22.69843,Main Town,"GAD, Mar 2015","22.69843,93.4278",
mmr_town_january_2020.424,POINT (93.40857 22.05289),MMR004,MMR004D004,Matupi,MMR004007,Matupi,MMR004007702,ရေဇွာ,Rezua,Chin,93.40857,22.05289,Other Town,"GAD, Mar 2015","22.05289,93.40857",
mmr_town_january_2020.425,POINT (93.3886907624 23.3609688889),MMR004,MMR004D001,Falam,MMR004001,Falam,MMR004001702,ရိခေါ်ဒါရ်,Rihkhawdar,Chin,93.38869076,23.36096889,Other Town,"GAD, Mar 2015","23.3609688889,93.3886907624",
mmr_town_january_2020.426,POINT (93.37626 14.12273),MMR013,MMR013D003,Yangon (South),MMR013032,Cocokyun,MMR013032701,ကိုကိုးကျွန်း,Cocokyun,Yangon,93.37626,14.12273,Main Town,"GAD, Mar 2015","14.12273,93.37626",
mmr_town_january_2020.427,POINT (93.37376 20.04676),MMR012,MMR012D005,Mrauk-U,MMR012006,Myebon,MMR012006701,မြေပုံ,Myebon,Rakhine,93.37376,20.04676,Main Town,"GAD, Mar 2015","20.04676,93.37376",
mmr_town_january_2020.428,POINT (93.27269 20.36452),MMR012,MMR012D005,Mrauk-U,MMR012005,Minbya,MMR012005701,မင်းပြား,Minbya,Rakhine,93.27269,20.36452,Main Town,"GAD, Mar 2015","20.36452,93.27269",
mmr_town_january_2020.429,POINT (93.18844 20.59185),MMR012,MMR012D005,Mrauk-U,MMR012003,Mrauk-U,MMR012003701,မြောက်ဦး,Mrauk-U,Rakhine,93.18844,20.59185,District Capital,"GAD, Mar 2015","20.59185,93.18844",
mmr_town_january_2020.430,POINT (93.09649 21.29333),MMR004,MMR004D004,Matupi,MMR004009,Paletwa,MMR004009702,ဆမီး,Samee,Chin,93.09649,21.29333,Other Town,"GAD, Mar 2015","21.29333,93.09649",
mmr_town_january_2020.431,POINT (93.06817 20.18098),MMR012,MMR012D001,Sittwe,MMR012007,Pauktaw,MMR012007701,ပေါက်တော,Pauktaw,Rakhine,93.06817,20.18098,Main Town,"GAD, Mar 2015","20.18098,93.06817",
mmr_town_january_2020.432,POINT (93.0043 20.33199),MMR012,MMR012D001,Sittwe,MMR012002,Ponnagyun,MMR012002701,ပုဏ္ဏားကျွန်း,Ponnagyun,Rakhine,93.0043,20.33199,Main Town,"GAD, Mar 2015","20.33199,93.0043",
mmr_town_january_2020.433,POINT (92.97282 20.84396),MMR012,MMR012D005,Mrauk-U,MMR012004,Kyauktaw,MMR012004701,ကျောက်တော်,Kyauktaw,Rakhine,92.97282,20.84396,Main Town,"GAD, Mar 2015","20.84396,92.97282",
mmr_town_january_2020.434,POINT (92.88551 20.13727),MMR012,MMR012D001,Sittwe,MMR012001,Sittwe,MMR012001701,စစ်တွေ,Sittwe,Rakhine,92.88551,20.13727,State/Region Capital,"GAD, Mar 2015","20.13727,92.88551",
mmr_town_january_2020.435,POINT (92.85461 21.30441),MMR004,MMR004D004,Matupi,MMR004009,Paletwa,MMR004009701,ပလက်ဝ,Paletwa,Chin,92.85461,21.30441,Main Town,"GAD, Mar 2015","21.30441,92.85461",
mmr_town_january_2020.436,POINT (92.7560568655 20.482153632),MMR012,MMR012D001,Sittwe,MMR012008,Rathedaung,MMR012008701,ရသေ့တောင်,Rathedaung,Rakhine,92.75605687,20.48215363,Main Town,"GAD, Mar 2015","20.482153632,92.7560568655",
mmr_town_january_2020.437,POINT (92.525 20.87498),MMR012,MMR012D002,Maungdaw,MMR012010,Buthidaung,MMR012010701,ဘူးသီးတောင်,Buthidaung,Rakhine,92.525,20.87498,Main Town,"GAD, Mar 2015","20.87498,92.525",
mmr_town_january_2020.438,POINT (92.50212 20.62786),MMR012,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009704,မြင်းလွှတ်,Myin Hlut,Rakhine,92.50212,20.62786,Other Town,"GAD, Feb 2016","20.62786,92.50212","New Town, GAD Feb 2016 (order no. 299/2016)"
mmr_town_january_2020.439,POINT (92.36776 20.81897),MMR012,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009701,မောင်တော,Maungdaw,Rakhine,92.36776,20.81897,District Capital,"GAD, Mar 2015","20.81897,92.36776",
mmr_town_january_2020.440,POINT (92.27141 21.26554),MMR012,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009703,ခမောင်းဆိပ်,Kha Maung Seik,Rakhine,92.27141,21.26554,Other Town,"GAD, Feb 2016","21.26554,92.27141","New Town, GAD Feb 2016 (order no. 299/2016)"
mmr_town_january_2020.441,POINT (92.2 21.2),MMR012,MMR012D002,Maungdaw,MMR012009,Maungdaw,MMR012009702,တောင်ပြိုလက်ဝဲ,Taungpyoletwea,Rakhine,92.2,21.2,Other Town,"GAD, Mar 2015","21.2,92.2",
mmr_town_january_2020.442,POINT (98.6618826 12.849283),MMR006,MMR006D002,Myeik,MMR006007,Palaw,MMR006007703,ပလ,Pa La,Tanintharyi,98.6618826,12.849283,Other Town,"GAD, Feb 2016","12.849283,98.6618826","New Town, GAD Feb 2016 (order no. 520/2016)"
mmr_town_january_2020.443,POINT (98.04353 16.59446),MMR003,MMR003D003,Kawkareik,MMR003006,Kawkareik,MMR003006702,ကျုံဒိုး,Kyondoe,Kayin,98.04353,16.59446,Other Town,"GAD, Mar 2015","16.59446,98.04353",
mmr_town_january_2020.444,POINT (98.8672192757 23.4758305972),MMR015,MMR015D006,Hopang,MMR015021,Nam Tit,MMR015021702,နမ့်တစ်,Nam Tit,Shan (North),98.86721928,23.4758306,Other Town,"GAD, Mar 2015","23.4758305972,98.8672192757",
mmr_town_january_2020.445,POINT (94.4447 16.9597),MMR017,MMR017D001,Pathein,MMR017001,Pathein,MMR017001704,ချောင်းသာ,Chaung Thar,Ayeyarwady,94.4447,16.9597,Other Town,"GAD, Sep 2016","16.9597,94.4447",
mmr_town_january_2020.446,POINT (95.4802 17.5616),MMR017,MMR017D002,Hinthada,MMR017008,Hinthada,MMR017008703,ဒူးယား,Du Yar,Ayeyarwady,95.4802,17.5616,Other Town,"GAD, Sep 2016","17.5616,95.4802",
mmr_town_january_2020.447,POINT (96.8239 20.7221),MMR014,MMR014D001,Taunggyi,MMR014005,Kalaw,MMR014005703,ဟဲဟိုး,He Hoe,Shan (South),96.8239,20.7221,Other Town,"GAD, Sep 2018","20.7221,96.8239",
mmr_town_january_2020.448,POINT (93.4361 22.1898),MMR004,MMR004D003,Hakha,MMR004003,Thantlang,MMR004003702,နှာဟရိန်,Hnaring,Chin,93.4361,22.1898,Other Town,"GAD, Sep 2017","22.1898,93.4361",
mmr_town_january_2020.449,POINT (96.5549 18.0377),MMR007,MMR007D001,Bago,MMR007006,Kyauktaga,MMR007006703,ဖဒို,Hpa Do,Bago,96.5549,18.0377,Other Town,"GAD, Aug 2015","18.0377,96.5549",
mmr_town_january_2020.450,POINT (95.269 18.0935),MMR017,MMR017D002,Hinthada,MMR017011,Myanaung,MMR017011703,အင်ပင်,In Pin,Ayeyarwady,95.269,18.0935,Other Town,"GAD, Sep 2018","18.0935,95.269",
mmr_town_january_2020.451,POINT (96.2876 25.0929),MMR001,MMR001D002,Mohnyin,MMR001007,Mohnyin,MMR001007703,အင်းတော်ကြီး,Inn Taw Gyi,Kachin,96.2876,25.0929,Other Town,"GAD, Nov 2017","25.0929,96.2876",
mmr_town_january_2020.452,POINT (93.9551 23.2175),MMR004,MMR004D001,Falam,MMR004004,Tedim,MMR004004702,ခိုင်ကမ်း,Khaikam,Chin,93.9551,23.2175,Other Town,"GAD, Feb 2016","23.2175,93.9551",
